transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,georeference
2020-02-15T08:00:00.000,subway,1,"Astoria-Ditmars Blvd (N,W)",Queens,metrocard,Metrocard - Fair Fare,5.0,0.0,40.775036,-73.91203,POINT (-73.91203 40.775036)
2020-02-15T08:00:00.000,subway,1,"Astoria-Ditmars Blvd (N,W)",Queens,metrocard,Metrocard - Full Fare,164.0,8.0,40.775036,-73.91203,POINT (-73.91203 40.775036)
2020-02-15T08:00:00.000,subway,1,"Astoria-Ditmars Blvd (N,W)",Queens,metrocard,Metrocard - Other,37.0,3.0,40.775036,-73.91203,POINT (-73.91203 40.775036)
2020-02-15T08:00:00.000,subway,1,"Astoria-Ditmars Blvd (N,W)",Queens,metrocard,Metrocard - Seniors & Disability,10.0,0.0,40.775036,-73.91203,POINT (-73.91203 40.775036)
2020-02-15T08:00:00.000,subway,1,"Astoria-Ditmars Blvd (N,W)",Queens,metrocard,Metrocard - Students,2.0,0.0,40.775036,-73.91203,POINT (-73.91203 40.775036)
2020-02-15T08:00:00.000,subway,1,"Astoria-Ditmars Blvd (N,W)",Queens,metrocard,Metrocard - Unlimited 30-Day,164.0,0.0,40.775036,-73.91203,POINT (-73.91203 40.775036)
2020-02-15T08:00:00.000,subway,1,"Astoria-Ditmars Blvd (N,W)",Queens,metrocard,Metrocard - Unlimited 7-Day,102.0,0.0,40.775036,-73.91203,POINT (-73.91203 40.775036)
2020-02-15T08:00:00.000,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0,40.7599,-73.98414,POINT (-73.98414 40.7599)
2020-02-15T08:00:00.000,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Full Fare,21.0,0.0,40.7599,-73.98414,POINT (-73.98414 40.7599)
2020-02-15T08:00:00.000,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.7599,-73.98414,POINT (-73.98414 40.7599)
2020-02-15T08:00:00.000,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Seniors & Disability,1.0,1.0,40.7599,-73.98414,POINT (-73.98414 40.7599)
2020-02-15T08:00:00.000,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,15.0,0.0,40.7599,-73.98414,POINT (-73.98414 40.7599)
2020-02-15T08:00:00.000,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,19.0,0.0,40.7599,-73.98414,POINT (-73.98414 40.7599)
2020-02-15T08:00:00.000,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Fair Fare,2.0,0.0,40.70687,-73.95343,POINT (-73.95343 40.70687)
2020-02-15T08:00:00.000,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Full Fare,29.0,1.0,40.70687,-73.95343,POINT (-73.95343 40.70687)
2020-02-15T08:00:00.000,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Other,9.0,1.0,40.70687,-73.95343,POINT (-73.95343 40.70687)
2020-02-15T08:00:00.000,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Seniors & Disability,4.0,0.0,40.70687,-73.95343,POINT (-73.95343 40.70687)
2020-02-15T08:00:00.000,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,34.0,0.0,40.70687,-73.95343,POINT (-73.95343 40.70687)
2020-02-15T08:00:00.000,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,29.0,0.0,40.70687,-73.95343,POINT (-73.95343 40.70687)
2020-02-15T08:00:00.000,subway,101,"Marcy Av (M,J,Z)",Brooklyn,metrocard,Metrocard - Fair Fare,10.0,0.0,40.70836,-73.957756,POINT (-73.957756 40.70836)
2020-02-15T08:00:00.000,subway,101,"Marcy Av (M,J,Z)",Brooklyn,metrocard,Metrocard - Full Fare,83.0,8.0,40.70836,-73.957756,POINT (-73.957756 40.70836)
2020-02-15T08:00:00.000,subway,101,"Marcy Av (M,J,Z)",Brooklyn,metrocard,Metrocard - Other,23.0,0.0,40.70836,-73.957756,POINT (-73.957756 40.70836)
2020-02-15T08:00:00.000,subway,101,"Marcy Av (M,J,Z)",Brooklyn,metrocard,Metrocard - Seniors & Disability,6.0,1.0,40.70836,-73.957756,POINT (-73.957756 40.70836)
2020-02-15T08:00:00.000,subway,101,"Marcy Av (M,J,Z)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,83.0,0.0,40.70836,-73.957756,POINT (-73.957756 40.70836)
2020-02-15T08:00:00.000,subway,101,"Marcy Av (M,J,Z)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,93.0,0.0,40.70836,-73.957756,POINT (-73.957756 40.70836)
2020-02-15T08:00:00.000,subway,103,"Bowery (J,Z)",Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0,40.72028,-73.99391,POINT (-73.99391 40.72028)
2020-02-15T08:00:00.000,subway,103,"Bowery (J,Z)",Manhattan,metrocard,Metrocard - Full Fare,15.0,0.0,40.72028,-73.99391,POINT (-73.99391 40.72028)
2020-02-15T08:00:00.000,subway,103,"Bowery (J,Z)",Manhattan,metrocard,Metrocard - Other,1.0,0.0,40.72028,-73.99391,POINT (-73.99391 40.72028)
2020-02-15T08:00:00.000,subway,103,"Bowery (J,Z)",Manhattan,metrocard,Metrocard - Seniors & Disability,3.0,1.0,40.72028,-73.99391,POINT (-73.99391 40.72028)
2020-02-15T08:00:00.000,subway,103,"Bowery (J,Z)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,9.0,0.0,40.72028,-73.99391,POINT (-73.99391 40.72028)
2020-02-15T08:00:00.000,subway,103,"Bowery (J,Z)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,20.0,0.0,40.72028,-73.99391,POINT (-73.99391 40.72028)
2020-02-15T08:00:00.000,subway,107,"Broad St (J,Z)",Manhattan,metrocard,Metrocard - Full Fare,9.0,3.0,40.706474,-74.011055,POINT (-74.011055 40.706474)
2020-02-15T08:00:00.000,subway,107,"Broad St (J,Z)",Manhattan,metrocard,Metrocard - Other,4.0,0.0,40.706474,-74.011055,POINT (-74.011055 40.706474)
2020-02-15T08:00:00.000,subway,107,"Broad St (J,Z)",Manhattan,metrocard,Metrocard - Seniors & Disability,2.0,0.0,40.706474,-74.011055,POINT (-74.011055 40.706474)
2020-02-15T08:00:00.000,subway,107,"Broad St (J,Z)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,6.0,0.0,40.706474,-74.011055,POINT (-74.011055 40.706474)
2020-02-15T08:00:00.000,subway,107,"Broad St (J,Z)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,17.0,0.0,40.706474,-74.011055,POINT (-74.011055 40.706474)
2020-02-15T08:00:00.000,subway,108,Middle Village-Metropolitan Av (M),Queens,metrocard,Metrocard - Fair Fare,1.0,0.0,40.711395,-73.8896,POINT (-73.8896 40.711395)
2020-02-15T08:00:00.000,subway,108,Middle Village-Metropolitan Av (M),Queens,metrocard,Metrocard - Full Fare,30.0,10.0,40.711395,-73.8896,POINT (-73.8896 40.711395)
2020-02-15T08:00:00.000,subway,108,Middle Village-Metropolitan Av (M),Queens,metrocard,Metrocard - Other,10.0,0.0,40.711395,-73.8896,POINT (-73.8896 40.711395)
2020-02-15T08:00:00.000,subway,108,Middle Village-Metropolitan Av (M),Queens,metrocard,Metrocard - Seniors & Disability,6.0,5.0,40.711395,-73.8896,POINT (-73.8896 40.711395)
2020-02-15T08:00:00.000,subway,108,Middle Village-Metropolitan Av (M),Queens,metrocard,Metrocard - Unlimited 30-Day,31.0,0.0,40.711395,-73.8896,POINT (-73.8896 40.711395)
2020-02-15T08:00:00.000,subway,108,Middle Village-Metropolitan Av (M),Queens,metrocard,Metrocard - Unlimited 7-Day,30.0,0.0,40.711395,-73.8896,POINT (-73.8896 40.711395)
2020-02-15T08:00:00.000,subway,109,Fresh Pond Rd (M),Queens,metrocard,Metrocard - Fair Fare,8.0,1.0,40.706184,-73.895874,POINT (-73.895874 40.706184)
2020-02-15T08:00:00.000,subway,109,Fresh Pond Rd (M),Queens,metrocard,Metrocard - Full Fare,93.0,5.0,40.706184,-73.895874,POINT (-73.895874 40.706184)
2020-02-15T08:00:00.000,subway,109,Fresh Pond Rd (M),Queens,metrocard,Metrocard - Other,15.0,0.0,40.706184,-73.895874,POINT (-73.895874 40.706184)
2020-02-15T08:00:00.000,subway,109,Fresh Pond Rd (M),Queens,metrocard,Metrocard - Seniors & Disability,7.0,1.0,40.706184,-73.895874,POINT (-73.895874 40.706184)
2020-02-15T08:00:00.000,subway,109,Fresh Pond Rd (M),Queens,metrocard,Metrocard - Students,1.0,0.0,40.706184,-73.895874,POINT (-73.895874 40.706184)
2020-02-15T08:00:00.000,subway,109,Fresh Pond Rd (M),Queens,metrocard,Metrocard - Unlimited 30-Day,81.0,0.0,40.706184,-73.895874,POINT (-73.895874 40.706184)
2020-02-15T08:00:00.000,subway,109,Fresh Pond Rd (M),Queens,metrocard,Metrocard - Unlimited 7-Day,68.0,0.0,40.706184,-73.895874,POINT (-73.895874 40.706184)
2020-02-15T08:00:00.000,subway,110,Forest Av (M),Queens,metrocard,Metrocard - Fair Fare,3.0,0.0,40.704422,-73.903076,POINT (-73.903076 40.704422)
2020-02-15T08:00:00.000,subway,110,Forest Av (M),Queens,metrocard,Metrocard - Full Fare,84.0,2.0,40.704422,-73.903076,POINT (-73.903076 40.704422)
2020-02-15T08:00:00.000,subway,110,Forest Av (M),Queens,metrocard,Metrocard - Other,14.0,0.0,40.704422,-73.903076,POINT (-73.903076 40.704422)
2020-02-15T08:00:00.000,subway,110,Forest Av (M),Queens,metrocard,Metrocard - Seniors & Disability,4.0,0.0,40.704422,-73.903076,POINT (-73.903076 40.704422)
2020-02-15T08:00:00.000,subway,110,Forest Av (M),Queens,metrocard,Metrocard - Unlimited 30-Day,79.0,0.0,40.704422,-73.903076,POINT (-73.903076 40.704422)
2020-02-15T08:00:00.000,subway,110,Forest Av (M),Queens,metrocard,Metrocard - Unlimited 7-Day,65.0,0.0,40.704422,-73.903076,POINT (-73.903076 40.704422)
2020-02-15T08:00:00.000,subway,111,Seneca Av (M),Queens,metrocard,Metrocard - Fair Fare,1.0,0.0,40.702763,-73.90774,POINT (-73.90774 40.702763)
2020-02-15T08:00:00.000,subway,111,Seneca Av (M),Queens,metrocard,Metrocard - Full Fare,85.0,0.0,40.702763,-73.90774,POINT (-73.90774 40.702763)
2020-02-15T08:00:00.000,subway,111,Seneca Av (M),Queens,metrocard,Metrocard - Other,7.0,0.0,40.702763,-73.90774,POINT (-73.90774 40.702763)
2020-02-15T08:00:00.000,subway,111,Seneca Av (M),Queens,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.702763,-73.90774,POINT (-73.90774 40.702763)
2020-02-15T08:00:00.000,subway,111,Seneca Av (M),Queens,metrocard,Metrocard - Unlimited 30-Day,77.0,0.0,40.702763,-73.90774,POINT (-73.90774 40.702763)
2020-02-15T08:00:00.000,subway,111,Seneca Av (M),Queens,metrocard,Metrocard - Unlimited 7-Day,74.0,0.0,40.702763,-73.90774,POINT (-73.90774 40.702763)
2020-02-15T08:00:00.000,subway,113,Knickerbocker Av (M),Brooklyn,metrocard,Metrocard - Fair Fare,6.0,0.0,40.698666,-73.91971,POINT (-73.91971 40.698666)
2020-02-15T08:00:00.000,subway,113,Knickerbocker Av (M),Brooklyn,metrocard,Metrocard - Full Fare,88.0,0.0,40.698666,-73.91971,POINT (-73.91971 40.698666)
2020-02-15T08:00:00.000,subway,113,Knickerbocker Av (M),Brooklyn,metrocard,Metrocard - Other,17.0,0.0,40.698666,-73.91971,POINT (-73.91971 40.698666)
2020-02-15T08:00:00.000,subway,113,Knickerbocker Av (M),Brooklyn,metrocard,Metrocard - Seniors & Disability,4.0,0.0,40.698666,-73.91971,POINT (-73.91971 40.698666)
2020-02-15T08:00:00.000,subway,113,Knickerbocker Av (M),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,87.0,0.0,40.698666,-73.91971,POINT (-73.91971 40.698666)
2020-02-15T08:00:00.000,subway,113,Knickerbocker Av (M),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,81.0,0.0,40.698666,-73.91971,POINT (-73.91971 40.698666)
2020-02-15T08:00:00.000,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Fair Fare,6.0,0.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2020-02-15T08:00:00.000,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Full Fare,92.0,2.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2020-02-15T08:00:00.000,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Other,10.0,1.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2020-02-15T08:00:00.000,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Seniors & Disability,2.0,1.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2020-02-15T08:00:00.000,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,72.0,0.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2020-02-15T08:00:00.000,subway,114,Central Av (M),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,71.0,0.0,40.697857,-73.9274,POINT (-73.9274 40.697857)
2020-02-15T08:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-02-15T08:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Full Fare,7.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-02-15T08:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Other,5.0,1.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-02-15T08:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Seniors & Disability,2.0,1.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-02-15T08:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Unlimited 30-Day,8.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-02-15T08:00:00.000,subway,118,3 Av (L),Manhattan,metrocard,Metrocard - Unlimited 7-Day,4.0,0.0,40.73285,-73.98612,POINT (-73.98612 40.73285)
2020-02-15T08:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Fair Fare,1.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-02-15T08:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Full Fare,40.0,2.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-02-15T08:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Other,13.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-02-15T08:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Seniors & Disability,11.0,1.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-02-15T08:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Unlimited 30-Day,17.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-02-15T08:00:00.000,subway,119,1 Av (L),Manhattan,metrocard,Metrocard - Unlimited 7-Day,24.0,0.0,40.730953,-73.98163,POINT (-73.98163 40.730953)
2020-02-15T08:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,2.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-02-15T08:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Full Fare,97.0,1.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-02-15T08:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Other,19.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-02-15T08:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,7.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-02-15T08:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,63.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-02-15T08:00:00.000,subway,120,Bedford Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,57.0,0.0,40.717304,-73.95687,POINT (-73.95687 40.717304)
2020-02-15T08:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Full Fare,30.0,0.0,40.745495,-73.98869,POINT (-73.98869 40.745495)
2020-02-15T08:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Other,3.0,0.0,40.745495,-73.98869,POINT (-73.98869 40.745495)
2020-02-15T08:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Seniors & Disability,3.0,0.0,40.745495,-73.98869,POINT (-73.98869 40.745495)
2020-02-15T08:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,11.0,0.0,40.745495,-73.98869,POINT (-73.98869 40.745495)
2020-02-15T08:00:00.000,subway,13,"28 St (R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,20.0,0.0,40.745495,-73.98869,POINT (-73.98869 40.745495)
2020-02-15T08:00:00.000,subway,133,Atlantic Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,1.0,0.0,40.675346,-73.9031,POINT (-73.9031 40.675346)
2020-02-15T08:00:00.000,subway,133,Atlantic Av (L),Brooklyn,metrocard,Metrocard - Full Fare,7.0,0.0,40.675346,-73.9031,POINT (-73.9031 40.675346)
2020-02-15T08:00:00.000,subway,133,Atlantic Av (L),Brooklyn,metrocard,Metrocard - Other,2.0,1.0,40.675346,-73.9031,POINT (-73.9031 40.675346)
2020-02-15T08:00:00.000,subway,133,Atlantic Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,3.0,0.0,40.675346,-73.9031,POINT (-73.9031 40.675346)
2020-02-15T08:00:00.000,subway,133,Atlantic Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,7.0,0.0,40.675346,-73.9031,POINT (-73.9031 40.675346)
2020-02-15T08:00:00.000,subway,134,Sutter Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,4.0,0.0,40.66937,-73.90198,POINT (-73.90198 40.66937)
2020-02-15T08:00:00.000,subway,134,Sutter Av (L),Brooklyn,metrocard,Metrocard - Full Fare,44.0,1.0,40.66937,-73.90198,POINT (-73.90198 40.66937)
2020-02-15T08:00:00.000,subway,134,Sutter Av (L),Brooklyn,metrocard,Metrocard - Other,16.0,0.0,40.66937,-73.90198,POINT (-73.90198 40.66937)
2020-02-15T08:00:00.000,subway,134,Sutter Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,5.0,0.0,40.66937,-73.90198,POINT (-73.90198 40.66937)
2020-02-15T08:00:00.000,subway,134,Sutter Av (L),Brooklyn,metrocard,Metrocard - Students,5.0,0.0,40.66937,-73.90198,POINT (-73.90198 40.66937)
2020-02-15T08:00:00.000,subway,134,Sutter Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,11.0,0.0,40.66937,-73.90198,POINT (-73.90198 40.66937)
2020-02-15T08:00:00.000,subway,134,Sutter Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,29.0,0.0,40.66937,-73.90198,POINT (-73.90198 40.66937)
2020-02-15T08:00:00.000,subway,135,Livonia Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,9.0,1.0,40.66404,-73.90057,POINT (-73.90057 40.66404)
2020-02-15T08:00:00.000,subway,135,Livonia Av (L),Brooklyn,metrocard,Metrocard - Full Fare,32.0,8.0,40.66404,-73.90057,POINT (-73.90057 40.66404)
2020-02-15T08:00:00.000,subway,135,Livonia Av (L),Brooklyn,metrocard,Metrocard - Other,2.0,0.0,40.66404,-73.90057,POINT (-73.90057 40.66404)
2020-02-15T08:00:00.000,subway,135,Livonia Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,8.0,1.0,40.66404,-73.90057,POINT (-73.90057 40.66404)
2020-02-15T08:00:00.000,subway,135,Livonia Av (L),Brooklyn,metrocard,Metrocard - Students,1.0,0.0,40.66404,-73.90057,POINT (-73.90057 40.66404)
2020-02-15T08:00:00.000,subway,135,Livonia Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,20.0,0.0,40.66404,-73.90057,POINT (-73.90057 40.66404)
2020-02-15T08:00:00.000,subway,135,Livonia Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,30.0,0.0,40.66404,-73.90057,POINT (-73.90057 40.66404)
2020-02-15T08:00:00.000,subway,136,New Lots Av (L),Brooklyn,metrocard,Metrocard - Fair Fare,6.0,2.0,40.658733,-73.89923,POINT (-73.89923 40.658733)
2020-02-15T08:00:00.000,subway,136,New Lots Av (L),Brooklyn,metrocard,Metrocard - Full Fare,35.0,4.0,40.658733,-73.89923,POINT (-73.89923 40.658733)
2020-02-15T08:00:00.000,subway,136,New Lots Av (L),Brooklyn,metrocard,Metrocard - Other,7.0,0.0,40.658733,-73.89923,POINT (-73.89923 40.658733)
2020-02-15T08:00:00.000,subway,136,New Lots Av (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,3.0,1.0,40.658733,-73.89923,POINT (-73.89923 40.658733)
2020-02-15T08:00:00.000,subway,136,New Lots Av (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,20.0,0.0,40.658733,-73.89923,POINT (-73.89923 40.658733)
2020-02-15T08:00:00.000,subway,136,New Lots Av (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,47.0,0.0,40.658733,-73.89923,POINT (-73.89923 40.658733)
2020-02-15T08:00:00.000,subway,137,East 105 St (L),Brooklyn,metrocard,Metrocard - Fair Fare,10.0,0.0,40.650574,-73.89948,POINT (-73.89948 40.650574)
2020-02-15T08:00:00.000,subway,137,East 105 St (L),Brooklyn,metrocard,Metrocard - Full Fare,46.0,0.0,40.650574,-73.89948,POINT (-73.89948 40.650574)
2020-02-15T08:00:00.000,subway,137,East 105 St (L),Brooklyn,metrocard,Metrocard - Other,11.0,0.0,40.650574,-73.89948,POINT (-73.89948 40.650574)
2020-02-15T08:00:00.000,subway,137,East 105 St (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,1.0,0.0,40.650574,-73.89948,POINT (-73.89948 40.650574)
2020-02-15T08:00:00.000,subway,137,East 105 St (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,15.0,0.0,40.650574,-73.89948,POINT (-73.89948 40.650574)
2020-02-15T08:00:00.000,subway,137,East 105 St (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,31.0,0.0,40.650574,-73.89948,POINT (-73.89948 40.650574)
2020-02-15T08:00:00.000,subway,138,Canarsie-Rockaway Pkwy (L),Brooklyn,metrocard,Metrocard - Fair Fare,4.0,0.0,40.646652,-73.90185,POINT (-73.90185 40.646652)
2020-02-15T08:00:00.000,subway,138,Canarsie-Rockaway Pkwy (L),Brooklyn,metrocard,Metrocard - Full Fare,101.0,21.0,40.646652,-73.90185,POINT (-73.90185 40.646652)
2020-02-15T08:00:00.000,subway,138,Canarsie-Rockaway Pkwy (L),Brooklyn,metrocard,Metrocard - Other,23.0,0.0,40.646652,-73.90185,POINT (-73.90185 40.646652)
2020-02-15T08:00:00.000,subway,138,Canarsie-Rockaway Pkwy (L),Brooklyn,metrocard,Metrocard - Seniors & Disability,6.0,0.0,40.646652,-73.90185,POINT (-73.90185 40.646652)
2020-02-15T08:00:00.000,subway,138,Canarsie-Rockaway Pkwy (L),Brooklyn,metrocard,Metrocard - Students,6.0,0.0,40.646652,-73.90185,POINT (-73.90185 40.646652)
2020-02-15T08:00:00.000,subway,138,Canarsie-Rockaway Pkwy (L),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,48.0,0.0,40.646652,-73.90185,POINT (-73.90185 40.646652)
2020-02-15T08:00:00.000,subway,138,Canarsie-Rockaway Pkwy (L),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,101.0,0.0,40.646652,-73.90185,POINT (-73.90185 40.646652)
2020-02-15T08:00:00.000,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Full Fare,25.0,3.0,40.741302,-73.98934,POINT (-73.98934 40.741302)
2020-02-15T08:00:00.000,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Other,9.0,1.0,40.741302,-73.98934,POINT (-73.98934 40.741302)
2020-02-15T08:00:00.000,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Seniors & Disability,2.0,1.0,40.741302,-73.98934,POINT (-73.98934 40.741302)
2020-02-15T08:00:00.000,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Students,1.0,0.0,40.741302,-73.98934,POINT (-73.98934 40.741302)
2020-02-15T08:00:00.000,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,23.0,0.0,40.741302,-73.98934,POINT (-73.98934 40.741302)
2020-02-15T08:00:00.000,subway,14,"23 St (R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,17.0,0.0,40.741302,-73.98934,POINT (-73.98934 40.741302)
2020-02-15T08:00:00.000,subway,141,Park Pl (S),Brooklyn,metrocard,Metrocard - Full Fare,11.0,0.0,40.67477,-73.95763,POINT (-73.95763 40.67477)
2020-02-15T08:00:00.000,subway,141,Park Pl (S),Brooklyn,metrocard,Metrocard - Other,9.0,0.0,40.67477,-73.95763,POINT (-73.95763 40.67477)
2020-02-15T08:00:00.000,subway,141,Park Pl (S),Brooklyn,metrocard,Metrocard - Seniors & Disability,3.0,1.0,40.67477,-73.95763,POINT (-73.95763 40.67477)
2020-02-15T08:00:00.000,subway,141,Park Pl (S),Brooklyn,metrocard,Metrocard - Unlimited 30-Day,17.0,0.0,40.67477,-73.95763,POINT (-73.95763 40.67477)
2020-02-15T08:00:00.000,subway,141,Park Pl (S),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,16.0,0.0,40.67477,-73.95763,POINT (-73.95763 40.67477)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Fair Fare,23.0,3.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Full Fare,198.0,47.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Other,62.0,2.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Seniors & Disability,25.0,8.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Students,4.0,0.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Unlimited 30-Day,174.0,0.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,metrocard,Metrocard - Unlimited 7-Day,221.0,0.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
2020-02-15T08:00:00.000,subway,143,Inwood-207 St (A),Manhattan,omny,OMNY - Full Fare,14.0,0.0,40.868073,-73.9199,POINT (-73.9199 40.868073)
